name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,answer
Tek It - Sped Up,Tek It (I Watch the Moon),Cafun?,2019,166859,83,10,0,0.348,0.0000993,0.95,0.00000968,0.0868,-5.049,0.124,168.964,4,0.377,spring
Sunsetz,Cigarettes After Sex,Cigarettes After Sex,2017-06-09,214680,79,9,0,0.412,0.0542,0.477,0.798,0.0975,-9.381,0.029,75.302,4,0.141,spring
just like magic,Positions,Ariana Grande,2020-10-30,149900,70,8,1,0.719,0.08,0.607,0,0.125,-5.156,0.165,128.006,4,0.464,spring
nasty,Positions,Ariana Grande,2020-10-30,200732,68,6,0,0.772,0.0814,0.506,0.000011,0.182,-6.558,0.139,127.894,4,0.456,spring
Pluto Projector,Pony,Rex Orange County,2019-10-25,267520,82,5,1,0.379,0.707,0.219,0.000691,0.118,-11.196,0.0307,79.786,4,0.188,spring
Until I Found You,Until I Found You,Stephen Sanchez,2021-09-01,177720,90,10,1,0.539,0.727,0.508,0,0.174,-6.05,0.0288,101.358,3,0.227,spring
Sparks,Parachutes,Coldplay,2000-07-10,227093,87,1,1,0.371,0.748,0.268,0.0517,0.104,-10.506,0.0281,102.617,3,0.165,spring
YKWIM?,Bipolar,Yot Club,2019-05-31,212750,0,9,1,0.599,0.935,0.537,0.893,0.301,-7.625,0.0268,123.722,3,0.258,spring
Cari?o,Cari?o,The Mar?as,2018-08-17,258713,70,0,0,0.647,0.402,0.385,0.0569,0.117,-13.717,0.0295,113.982,4,0.66,spring
Slipping Through My Fingers - From 'Mamma Mia!' Original Motion Picture Soundtrack,Mamma Mia! The Movie Soundtrack,Cast of Mamma Mia! The Movie,2008-01-01,230893,71,2,1,0.463,0.507,0.489,0,0.165,-7.968,0.0288,140.034,4,0.249,spring
Ice Dance,Edward Scissorhands,Danny Elfman,1990-01-01,104973,57,10,1,0.259,0.993,0.105,0.944,0.127,-22.512,0.0329,87.024,4,0.0396,spring
ELEVEN,ELEVEN,IVE,2021-12-01,178453,80,9,1,0.828,0.0617,0.731,0,0.048,-3.033,0.111,119.978,4,0.587,spring
WA DA DA,FIRST IMPACT,Kep1er,2022-01-03,183693,75,10,1,0.785,0.00122,0.907,0.00000311,0.213,-2.657,0.0938,126.004,4,0.685,spring
Weekend,INVU - The 3rd Album,TAEYEON,2022-02-14,233413,60,8,1,0.74,0.0783,0.854,0.000532,0.253,-2.209,0.0525,114.029,4,0.856,spring
Alcohol-Free,Alcohol-Free,TWICE,2021-06-09,210573,57,8,1,0.688,0.0474,0.909,0.00000135,0.0674,-1.992,0.0624,97.097,4,0.702,spring
Butterfly,[X X],LOONA,2019-02-19,237707,62,7,0,0.582,0.034,0.849,0.000138,0.119,-4.153,0.0414,107.004,4,0.355,spring
Butterfly,<Queendom2> FANtastic QUEENDOM 1-2,Various Artists,2022-05-26,255933,45,7,0,0.61,0.123,0.83,0.00000202,0.0319,-4.79,0.0425,106.974,4,0.223,spring
Blueberry Eyes (feat. SUGA of BTS),Colour Vision,MAX,2020-09-18,172244,66,0,0,0.746,0.454,0.611,0.000922,0.133,-7.034,0.101,149.967,4,0.411,spring
Kiss Me More (feat. SZA),Planet Her,Doja Cat,2021-06-25,208666,82,8,1,0.764,0.259,0.705,0.0000892,0.12,-3.463,0.0284,110.97,4,0.781,spring
Swing Lynn,I'm Sure,Harmless,2012-08-14,321438,77,2,1,0.464,0.0506,0.945,0.756,0.112,-1.815,0.0401,165.177,4,0.453,spring
Permission to Dance,Permission to Dance,BTS,2021-07-23,187585,81,9,1,0.702,0.00544,0.741,0,0.337,-5.33,0.0427,124.925,4,0.646,spring
Mayday (feat. ??),homemade 1,Crush,2020-05-20,199266,19,4,0,0.635,0.523,0.641,0,0.199,-6.39,0.0843,74.977,4,0.578,spring
Pretty Face,Let's Remake It,PUBLIC,2015-03-24,230786,64,11,1,0.538,0.00235,0.89,0,0.354,-3.193,0.0489,143.022,4,0.628,spring
Make You Mine,Make You Mine,PUBLIC,2019-08-09,232906,78,9,1,0.606,0.0128,0.799,0,0.15,-4.452,0.0261,103.014,4,0.638,spring
TFW (That Feeling When),MANIFESTO : DAY 1,ENHYPEN,2022-07-04,197795,69,3,0,0.689,0.113,0.692,0,0.134,-4.388,0.0354,116.024,4,0.902,spring
SHOUT OUT,MANIFESTO : DAY 1,ENHYPEN,2022-07-04,228115,72,2,1,0.495,0.00315,0.844,0,0.459,-3.65,0.0671,159.989,4,0.486,spring
CROWN,The Dream Chapter: STAR,TOMORROW X TOGETHER,2019-03-04,230706,49,5,1,0.622,0.0505,0.8,0,0.0619,-5.819,0.0425,110.977,4,0.58,spring
Let Me In (20 CUBE),BORDER : DAY ONE,ENHYPEN,2020-11-30,189858,66,8,0,0.483,0.00258,0.795,0,0.0912,-4.338,0.181,171.853,4,0.685,spring
Given-Taken,BORDER : DAY ONE,ENHYPEN,2020-11-30,183090,72,8,0,0.631,0.17,0.649,0,0.321,-4.939,0.0377,108.07,4,0.459,spring
Dream Girl,Dream Girl,Crisaunt,2019-02-14,179286,71,4,1,0.945,0.372,0.239,0.29,0.118,-17.862,0.0389,118.616,4,0.583,spring
moment,moment,Vierre Cloud,2019-12-19,129543,82,6,1,0.544,0.0426,0.855,0.157,0.167,-7.461,0.093,171.349,4,0.517,spring
Fairy of shampoo,1st,Light & Salt,2014-03-01,227306,41,2,0,0.751,0.227,0.554,0.0000471,0.0385,-10.23,0.0245,110.986,4,0.765,spring
"With Love, Eugene","With Love, Eugene",Sofia Mills,2019-11-13,224289,0,5,1,0.531,0.892,0.286,0.102,0.11,-14.167,0.0274,91.639,4,0.568,spring
Cherry,Fine Line,Harry Styles,2019-12-13,259186,76,7,1,0.53,0.615,0.512,0.00453,0.129,-9.261,0.0259,95.946,4,0.411,spring
Main Title (Once Upon a Dream),Sleeping Beauty,Various Artists,1959-01-01,73613,19,5,1,0.215,0.941,0.263,0.0000369,0.104,-12.682,0.0308,80.064,3,0.443,spring
Meet Me in the Hallway,Harry Styles,Harry Styles,2017-05-12,227200,72,2,1,0.537,0.747,0.383,0.00025,0.356,-6.528,0.0247,104.252,4,0.339,spring
I Hear a Symphony,Flying,Cody Fry,2017-10-06,185176,76,3,1,0.197,0.934,0.247,0.0163,0.111,-8.542,0.0306,75.787,3,0.407,spring
Beautiful People Beautiful Problems (feat. Stevie Nicks),Lust For Life,Lana Del Rey,2017-07-21,253531,60,5,1,0.509,0.834,0.43,0.000854,0.0927,-8.387,0.0325,122.919,4,0.128,spring
Mary On A Cross,Seven Inches Of Satanic Panic,Ghost,2019-09-13,244804,89,11,1,0.466,0.000235,0.9,0.00104,0.103,-4.469,0.0447,130.02,4,0.561,spring
Over Now (with The Weeknd),Over Now (with The Weeknd),Calvin Harris,2020-08-28,210795,71,4,0,0.612,0.0759,0.884,0.00132,0.247,-4.113,0.0454,178.043,4,0.679,spring
Those Eyes,Those Eyes,New West,2019-05-10,220750,82,4,1,0.597,0.727,0.351,0.0000386,0.319,-8.043,0.0281,119.948,3,0.243,spring
Kingston,Atlanta Millionaires Club,Faye Webster,2019-05-24,202653,75,10,0,0.73,0.154,0.355,0.00155,0.117,-9.13,0.0359,142.143,4,0.56,spring
the perfect pair,Beatopia,beabadoobee,2022-07-15,177533,77,11,1,0.634,0.433,0.663,0.124,0.102,-6.818,0.0331,146.053,4,0.6,spring
Something About You,Something About You,Eyedress,2021-06-03,153312,61,9,0,0.648,0.0332,0.781,0.013,0.305,-8.736,0.0271,133.417,4,0.822,spring
Nap of a star,The Dream Chapter: STAR,TOMORROW X TOGETHER,2019-03-04,243013,58,7,1,0.626,0.413,0.452,0.00000112,0.104,-9.062,0.0259,140.022,4,0.354,spring
Ma Belle Evangeline,The Princess and the Frog (Original Motion Picture Soundtrack),Various Artists,2009-11-23,115693,65,3,1,0.378,0.812,0.352,0.00000517,0.106,-8.745,0.0354,139.491,5,0.306,spring
Cherry Wine,Cherry Wine,grentperez,2021-09-10,173286,61,11,0,0.74,0.34,0.563,0,0.0824,-7.016,0.04,104.958,4,0.577,spring
Melting,Por Vida,Kali Uchis,2015-02-04,208853,71,8,1,0.574,0.179,0.479,0.0803,0.106,-7.776,0.0355,115.263,4,0.303,spring
夏色,ゆずイロハ1997-2017,YUZU,2017-04-26,200920,52,3,1,0.578,0.0229,0.913,0,0.0665,-3.01,0.0439,120.118,4,0.763,summer
青と夏,Attitude,Mrs. GREEN APPLE,2019-10-01,270026,66,4,1,0.31,0.00157,0.891,0,0.284,-1.66,0.0469,184.886,4,0.748,summer
LIFE,ZUSHI(13 TRACKS VERSION),Kimaguren,2008-07-16,257813,58,0,0,0.702,0.0907,0.934,0.00000501,0.231,-4.746,0.0433,126.99,4,0.795,summer
高嶺の花子さん,ラブストーリー,back number,2014-03-26,294813,65,9,1,0.54,0.066,0.923,0,0.124,-2.838,0.0623,137.977,4,0.343,summer
新宝島,834.194,sakanaction,2019-06-19,305000,57,7,0,0.551,0.0013,0.919,0.00638,0.352,-3.484,0.074,157.989,4,0.652,summer
HOT LIMIT,B☆E☆S☆T,T.M.Revolution,1996,220000,54,11,1,0.515,0.126,0.987,0.0000142,0.0908,-4.974,0.0535,137.781,4,0.873,summer
100万回の「I love you」,First Sight,Rake,2011-06-01,238013,60,8,1,0.566,0.175,0.886,0,0.254,-3.588,0.0425,113.966,4,0.537,summer
Slow & Easy,Slow & Easy,HIRAIDAI,2015-05-06,215120,59,0,1,0.663,0.634,0.807,0,0.0972,-4.229,0.0441,77.971,4,0.767,summer
猫,僕たちがやりました,DISH//,2017-08-15,276040,67,3,1,0.506,0.113,0.769,0,0.0828,-5.326,0.0363,154.044,4,0.536,summer
サママ・フェスティバル!,Mrs. GREEN APPLE,Mrs. GREEN APPLE,2017-01-11,263373,43,9,1,0.433,0.00339,0.971,0.0000414,0.0598,-0.9,0.0634,169.989,4,0.626,summer
ray,RAY,BUMP OF CHICKEN,2014-03-12,300680,56,3,1,0.61,0.00664,0.92,0,0.33,-3.704,0.0501,132.234,4,0.352,summer
シーソーケ?ーム~勇敢な恋の歌~,BOLERO,Mr.Children,1997-03-05,269866,58,4,1,0.594,0.142,0.852,0,0.358,-5.652,0.0291,135.06,4,0.781,summer
波乗りジョニー,TOP OF THE POPS,Keisuke Kuwata,2002-11-27,267966,49,2,1,0.483,0.0733,0.867,0,0.241,-5.546,0.0682,138.187,4,0.713,summer
Under the Sea,Disney Island Music,HIRAIDAI,2014-06-04,194013,50,0,1,0.661,0.046,0.836,0,0.429,-3.946,0.089,102.073,4,0.932,summer
シグナル,Everybody!!,WANIMA,2018-01-17,219530,62,8,1,0.562,0.00419,0.935,0,0.322,-2.365,0.0525,97.513,4,0.655,summer
GONG,COMINATCHA!!,WANIMA,2019-10-23,268456,57,6,1,0.555,0.00438,0.971,0,0.352,-2.16,0.0758,97.491,4,0.659,summer
ロマンチシズム,Attitude,Mrs. GREEN APPLE,2019-10-01,213613,62,10,1,0.598,0.0038,0.878,0,0.0468,-3.144,0.0634,125.529,4,0.901,summer
weeeek,歌うたいが歌うたいに来て 歌うたえと言うが 歌うたいが歌うたうだけうたい切れば 歌うたうけれども 歌うたいだけ 歌うたい切れないから 歌うたわぬ!?,GReeeeN,2012-01-01,213093,56,1,1,0.636,0.00102,0.929,0,0.0615,-2.812,0.0413,109.98,4,0.932,summer
ワタリドリ,ALXD,[Alexandros],2015-06-17,248706,64,9,1,0.508,0.00141,0.964,0,0.197,-4.077,0.0831,134.982,4,0.609,summer
キンモクセイ,イラつくときはいつだって,オレンジスパイニクラブ,2020-01-22,231933,59,5,1,0.544,0.092,0.761,0,0.18,-3.936,0.0362,105.035,4,0.322,summer
ソーダ,I co Y,sumika,2014-11-12,233240,0,8,1,0.219,0.00477,0.941,0,0.0851,-0.379,0.0852,216.196,4,0.611,summer
君と夏フェス,SHISHAMO BEST,SHISHAMO,2019-06-19,224960,53,5,1,0.379,0.00418,0.977,0.0000011,0.0755,-2.622,0.057,177.758,4,0.766,summer
君と羊と青,絶体絶命,RADWIMPS,2011-03-09,158186,58,8,1,0.412,0.00011,0.964,0.00052,0.157,-2.274,0.101,164.042,4,0.778,summer
真夏のSounds good !,真夏のSounds good !<Type-A>(通常盤),AKB48,2012-05-23,275306,33,5,0,0.542,0.146,0.965,0.00000124,0.0791,-1.906,0.131,148.23,4,0.551,summer
GO GO サマー!,スーパーガール,KARA,2011-01-01,200533,51,11,0,0.556,0.000655,0.93,0.00667,0.331,-2.74,0.0579,144.982,4,0.398,summer
summertime,summertime,cinnamons,2017-08-07,251818,45,3,1,0.688,0.104,0.704,0,0.0672,-6.315,0.0303,131.969,4,0.849,summer
Follow Me,Lesson 1,E-girls,2013-04-17,246160,49,7,1,0.644,0.111,0.945,0,0.09,-2.008,0.0384,142.958,4,0.744,summer
裸足でSummer,裸足でSummer (Special Edition),Nogizaka46,2016-07-20,277933,52,5,1,0.525,0.125,0.981,0,0.133,-2.956,0.12,139.973,4,0.523,summer
ガールズルール,ガールズルール TypeA,Nogizaka46,2013-07-03,290120,41,8,0,0.398,0.0404,0.98,0.00000723,0.33,-2.306,0.083,167.976,4,0.457,summer
Make you happy,Make you happy,NiziU,2020-06-30,184520,51,7,1,0.78,0.0436,0.885,0.000028,0.105,-3.745,0.122,160.087,4,0.808,summer
Fanfare,Fanfare,TWICE,2020-06-19,220240,55,6,1,0.669,0.0302,0.956,0.00000978,0.0764,-2.49,0.126,114.922,4,0.81,summer
ミュージック・アワー,PORNO GRAFFITTI BEST RED'S,PornoGraffitti,2004-07-28,275866,55,0,1,0.623,0.0816,0.971,0,0.562,-4.156,0.0552,134.952,4,0.912,summer
サウダージ,PORNO GRAFFITTI BEST RED'S,PornoGraffitti,2004-07-28,261239,61,4,0,0.616,0.0508,0.96,0,0.341,-4.558,0.0508,119.921,4,0.706,summer
シンクロニシティ,シンクロニシティ (Special Edition),Nogizaka46,2018-04-18,254880,55,0,1,0.571,0.603,0.923,0,0.0585,-3.639,0.04,135.94,4,0.466,summer
Love so sweet,Love so sweet,ARASHI,2007-02-21,289845,55,0,1,0.584,0.1,0.849,0,0.304,-3.983,0.0403,139.032,4,0.707,summer
A・RA・SHI,ARASHI NO.1 (ICHIGOU) -嵐は嵐を呼ぶ-,ARASHI,2001-01-24,267069,50,9,1,0.439,0.0305,0.953,0,0.132,-4.133,0.157,120.432,4,0.475,summer
WanteD! WanteD!,WanteD! WanteD!,Mrs. GREEN APPLE,2017-08-29,217626,42,0,1,0.551,0.0248,0.801,0,0.0474,-2.826,0.0523,160.048,4,0.62,summer
トリコ,トリコ / Relax & Chill,Nissy,2018-09-30,232439,57,2,1,0.632,0.0855,0.799,0,0.061,-3.436,0.036,90.016,4,0.719,summer
Speaking,TWELVE,Mrs. GREEN APPLE,2016-01-13,229240,53,2,1,0.436,0.000166,0.896,0,0.0757,-2.15,0.0928,173.015,4,0.771,summer
R.Y.U.S.E.I.,PLANET SEVEN,J SOUL BROTHERS III,2015-01-28,325773,54,5,0,0.582,0.0102,0.947,0.00000763,0.455,-2.82,0.0581,127.991,4,0.558,summer
インフルエンサー,インフルエンサー(Special Edition),Nogizaka46,2017-03-15,270093,53,3,0,0.349,0.557,0.853,0,0.313,-3.759,0.0481,131.966,4,0.675,summer
ともに,Everybody!!,WANIMA,2018-01-17,207368,63,6,1,0.553,0.00257,0.968,0,0.28,-2.57,0.0534,127.077,4,0.862,summer
CHE.R.RY,ORANGE GARDEN POP,YUI,2012,214706,48,5,1,0.651,0.322,0.901,0.000771,0.215,-3.281,0.0293,109.14,4,0.627,summer
SUMMER SONG,ORANGE GARDEN POP,YUI,2012,207693,46,5,0,0.635,0.217,0.836,0.00000314,0.111,-3.952,0.0297,107.979,4,0.847,summer
"Aloha, E Komo Mai",Disney Island Music,HIRAIDAI,2014-06-04,149840,47,7,1,0.722,0.105,0.934,0,0.185,-4.123,0.154,104.995,4,0.885,summer
君がくれた夏,WE,Leo Ieiri,2016-07-06,258680,58,1,1,0.51,0.31,0.615,0,0.117,-4.207,0.0283,169.814,4,0.463,summer
紅蓮華,LEO-NiNE,LiSA,2020-10-14,237586,75,4,0,0.541,0.00321,0.977,0.0000513,0.0796,-2.828,0.157,134.938,4,0.263,summer
夜に駆ける,THE BOOK,YOASOBI,2021-01-06,258838,76,8,1,0.663,0.00299,0.871,0.0000018,0.337,-5.287,0.03,130.025,4,0.826,summer
インフェルノ,Attitude,Mrs. GREEN APPLE,2019-10-01,211600,68,4,1,0.533,0.00894,0.918,0,0.643,-2.095,0.0616,92.504,4,0.662,summer
ピースサイン,BOOTLEG,Kenshi Yonezu,2017-11-01,238533,71,10,0,0.593,0.00221,0.935,0,0.315,-3.853,0.0684,100.003,4,0.618,summer
LOSER,BOOTLEG,Kenshi Yonezu,2017-11-01,243813,63,1,0,0.679,0.00466,0.931,0,0.0652,-3.74,0.0474,121.001,4,0.962,summer
打上花火,THANK YOU BLUE,Daoko,2017-12-20,289577,63,6,1,0.625,0.288,0.668,0,0.107,-4.315,0.0249,95.968,4,0.292,summer
ないものねだり,KANA-BOON THE BEST,KANA-BOON,2020-03-04,262693,51,9,1,0.479,0.000232,0.768,0.00958,0.0966,-3.708,0.0854,174.85,4,0.561,summer
完全感覚Dreamer,Nicheシンドローム,ONE OK ROCK,2010-06-09,252200,56,6,0,0.558,0.000191,0.914,0,0.132,-3.395,0.0996,94.975,4,0.711,summer
会心の一撃,×と○と罪と,RADWIMPS,2013-12-11,276506,51,1,1,0.468,0.00116,0.993,0.000745,0.329,-1.018,0.153,95.965,4,0.375,summer
バトンロード,NAMiDA,KANA-BOON,2017-09-27,280240,52,1,1,0.361,0.000504,0.946,0.000172,0.343,-3.516,0.0759,161.92,4,0.39,summer
シルエット,TIME,KANA-BOON,2015-01-21,240133,73,2,1,0.436,0.0000103,0.934,0.14,0.321,-2.685,0.0507,91.481,4,0.384,summer
世界はあなたに笑いかけている,Flava,Little Glee Monster,2019-01-16,232773,52,8,1,0.789,0.434,0.888,0,0.155,-3.024,0.101,120.957,4,0.763,summer
I WANT YOU BACK,BDZ,TWICE,2018-09-12,203815,53,10,0,0.713,0.0148,0.848,0,0.0808,-1.94,0.0338,106.093,4,0.787,summer
Heart Shaker,Merry & Happy,TWICE,2017-12-11,186895,55,8,1,0.563,0.0949,0.945,0,0.216,-0.387,0.0635,164.077,4,0.865,summer
明日も,SHISHAMO 4,SHISHAMO,2017-02-22,369320,58,1,1,0.415,0.0142,0.857,0,0.0772,-1.696,0.048,178.919,4,0.663,summer
だから、ひとりじゃない,juice,Little Glee Monster,2018-01-17,231400,45,8,1,0.508,0.0631,0.904,0,0.0852,-3.655,0.105,89.762,4,0.554,summer
まだ君は知らない MY PRETTIEST GIRL,まだ君は知らない MY PRETTIEST GIRL,Nissy,2016-08-24,264266,51,7,1,0.5,0.087,0.83,0,0.329,-3.826,0.048,163.984,4,0.579,summer
ノーダウト,エスカパレード,Official HIGE DANdism,2018-04-11,202394,65,2,1,0.574,0.0585,0.936,0,0.336,-3.185,0.0701,149.954,4,0.792,summer
白日,CEREMONY,King Gnu,2020-01-15,276373,67,1,1,0.599,0.562,0.891,0,0.322,-3.242,0.116,93.029,4,0.694,summer
全力少年,空創クリップ,Sukima Switch,2005-07-20,272746,65,2,1,0.639,0.25,0.79,0,0.299,-4.156,0.0263,133.948,4,0.733,summer
小さな恋のうた,MESSAGE,MONGOL800,2001-09-16,222640,65,11,1,0.403,0.00203,0.778,0,0.227,-4.856,0.0395,115.581,4,0.628,summer
悲しみなんて笑い飛ばせ,ファンキーモンキーヘ?イヒ?ース? 4,FUNKY MONKEY BABYS,2011-12-21,314800,53,10,1,0.506,0.0238,0.988,0,0.288,-1.726,0.0528,168.055,4,0.857,summer
Summer Paradise (feat. Taka from One OK Rock),Summer Paradise (feat. Taka from One OK Rock),Simple Plan,2013-03-20,234106,39,2,1,0.488,0.0291,0.824,0,0.115,-4.474,0.038,85.888,4,0.79,summer
1 2 3 ?恋がはじまる?,I,Ikimonogakari,2013-07-24,297600,38,5,1,0.563,0.126,0.868,0,0.0914,-2.185,0.0393,78.983,4,0.759,summer
マイサンシャインストーリー,I,Ikimonogakari,2013-07-24,325346,33,2,1,0.545,0.0565,0.902,0,0.335,-2.561,0.0432,166.056,4,0.708,summer
ブルーベリー・ナイツ,hope,Macaroni Empitsu,2020-04-01,244869,66,5,1,0.66,0.278,0.865,0,0.0931,-3.642,0.0277,106.008,4,0.772,summer
恋人ごっこ,hope,Macaroni Empitsu,2020-04-01,200219,67,1,1,0.438,0.124,0.646,0,0.0603,-5.301,0.0361,102.033,4,0.745,summer
ミラクル,Delight,miwa,2013-05-22,280213,43,4,0,0.547,0.0664,0.863,0,0.183,-2.572,0.0334,144.995,4,0.727,summer
君に出会えたから,ONENESS,miwa,2015-04-08,281493,40,7,1,0.635,0.126,0.911,0,0.15,-3.189,0.095,140.021,4,0.31,summer
真夏の太陽,V,Sakurako Ohara,2016-06-29,249733,39,5,1,0.55,0.0111,0.934,0,0.361,-2.538,0.0485,139.967,4,0.669,summer
ナツコイ,JUKE BOX,Sonoko Inoue,2017-12-05,302586,46,5,1,0.38,0.328,0.877,0,0.168,-3.596,0.084,205.916,4,0.731,summer
だいすき。,Hello,Sonoko Inoue,2016-03-16,269653,45,4,1,0.638,0.289,0.807,0,0.165,-3.36,0.0369,105.985,4,0.81,summer
明日も,明日も,MUSH&Co.,2013-12-04,253300,36,9,1,0.458,0.00679,0.889,0,0.324,-2.171,0.0546,154.95,4,0.509,summer
テトテ,テトテ,whiteeeen,2017-05-10,251866,39,7,1,0.53,0.00163,0.831,0.0000733,0.277,-3.985,0.0324,81.551,4,0.634,summer
テトテとテントテン,テトテとテントテン,GReeeeN,2017-05-24,248106,37,9,1,0.543,0.042,0.97,0,0.374,-2.594,0.108,169.919,4,0.769,summer
Faith,ONENESS,miwa,2015-04-08,306013,33,8,1,0.563,0.0104,0.934,0.0264,0.355,-2.777,0.087,90.043,4,0.678,summer
LIFE - Last Summer ver.,LAST SUMMER DAYS ~きまぐれBEST~,Kimaguren,2015-07-01,263506,28,3,1,0.628,0.064,0.924,0,0.297,-4.343,0.0416,127.976,4,0.636,summer
群青,THE BOOK,YOASOBI,2021-01-06,248026,74,10,1,0.725,0.305,0.853,0,0.115,-3.193,0.0516,134.991,4,0.707,summer
睡蓮花,湘南乃風 ?JOKER?,Shonan No Kaze,2009-04-08,434560,54,1,1,0.517,0.25,0.976,0,0.092,-2.984,0.435,156.119,4,0.354,summer
イケナイ太陽,PANIC FANCY,ORANGE RANGE,2008-07-09,239186,0,4,0,0.512,0.000301,0.942,0.00000126,0.133,-4.336,0.0451,145.062,4,0.833,summer
夏のどこかへ,COMINATCHA!!,WANIMA,2019-10-23,238917,47,7,1,0.549,0.00174,0.939,0,0.32,-3.19,0.0577,97.451,4,0.579,summer
やってみよう,やってみよう,WANIMA,2017,169866,0,0,1,0.592,0.00266,0.918,0,0.215,-2.935,0.0619,129.392,4,0.663,summer
かわE,Tank-top Festival in JAPAN,Yabai T-Shirts Yasan,2018-12-19,201760,50,1,1,0.602,0.0334,0.989,0.000197,0.116,-1.005,0.0557,97.414,4,0.648,summer
What is Love?,Summer Nights,TWICE,2018-07-09,208238,60,8,1,0.573,0.0846,0.91,0,0.266,-1.578,0.064,169.982,4,0.602,summer
睡蓮花,睡蓮花,Shonan No Kaze,2007-06-06,435186,44,1,1,0.483,0.126,0.986,0,0.0825,-2.446,0.363,156.147,4,0.359,summer
イケナイ太陽,PANIC FANCY,ORANGE RANGE,2008-07-09,239186,61,4,0,0.512,0.000301,0.942,0.00000126,0.133,-4.336,0.0451,145.062,4,0.833,summer
ファンファーレ,ファンファーレ / 春夏秋冬,sumika,2018-08-29,187480,55,3,1,0.629,0.0282,0.945,0,0.252,-2.354,0.0487,109.092,4,0.715,summer
Everyday、カチューシャ,1830m,AKB48,2012-08-15,316373,46,3,1,0.369,0.0765,0.964,0,0.22,-3.202,0.0987,172.492,4,0.274,summer
Dance The Night Away,Summer Nights,TWICE,2018-07-09,180809,57,0,1,0.711,0.106,0.861,0.000044,0.112,-2.905,0.0924,118.004,4,0.78,summer
風になって,Where's My History?,[Alexandros],2021-03-17,262133,51,6,1,0.507,0.00819,0.914,0,0.132,-4.389,0.0706,138.975,4,0.381,summer
Poppin' Shakin',Poppin' Shakin',NiziU,2021-02-20,192754,54,4,1,0.781,0.0921,0.865,0.0169,0.0879,-5.218,0.0798,123.986,4,0.746,summer
ナギイチ,ナギイチ(劇場盤),NMB48,2012-05-09,247986,0,7,1,0.363,0.0583,0.982,0.0055,0.377,-1.795,0.0998,167.959,4,0.34,summer
Dynamite,BE,BTS,2020-11-20,199053,12,6,0,0.746,0.0112,0.765,0,0.0936,-4.41,0.0993,114.044,4,0.737,summer
Butter,"Butter (Hotter, Sweeter, Cooler)",BTS,2021-06-04,164441,12,8,1,0.759,0.00323,0.459,0,0.0906,-5.187,0.0948,109.997,4,0.695,summer
花占い,花占い,Vaundy,2021-07-05,207555,1,7,0,0.662,0.0141,0.789,0,0.317,-7.634,0.0305,135.01,4,0.881,summer
三原色,三原色,YOASOBI,2021-07-02,224066,64,5,0,0.443,0.128,0.893,0,0.328,-3.496,0.154,127.999,4,0.826,summer
Permission to Dance,Butter / Permission to Dance,BTS,2021-07-09,187585,8,9,1,0.702,0.00544,0.741,0,0.337,-5.33,0.0427,124.925,4,0.646,summer
きらり,きらり,Fujii Kaze,2021-05-03,231882,66,2,1,0.746,0.00803,0.764,0,0.357,-6.833,0.0462,116.982,4,0.701,summer
ロコローション,musiQ,ORANGE RANGE,2004-12-01,196866,55,11,1,0.682,0.026,0.895,0,0.108,-3.173,0.0973,140.005,4,0.821,summer
オレンジ,歌うたいが歌うたいに来て 歌うたえと言うが 歌うたいが歌うたうだけうたい切れば 歌うたうけれども 歌うたいだけ 歌うたい切れないから 歌うたわぬ!?,GReeeeN,2012-01-01,226200,54,6,0,0.491,0.0321,0.95,0,0.167,-4.573,0.231,181.963,4,0.486,summer
第六感,第六感,Reol,2020-07-27,191624,61,7,1,0.675,0.00893,0.959,0.0000848,0.325,-1.754,0.0835,134.017,4,0.835,summer
新宝島,魚図鑑,sakanaction,2018-03-28,302493,53,7,0,0.557,0.00118,0.917,0.00914,0.419,-3.426,0.0757,158,4,0.653,summer
サイハテアイニ,サイハテアイニ / 洗脳,RADWIMPS,2017-05-10,221920,47,0,1,0.188,0.000709,0.958,0,0.339,-1.884,0.2,193.526,3,0.353,summer
夏夜のマジック,藍色ミュージック,indigo la End,2016-06-08,305640,59,2,0,0.465,0.222,0.818,0,0.216,-3.855,0.0385,80.024,4,0.669,summer
The Feels,Formula of Love: O+T=<3,TWICE,2021-11-12,198053,63,9,1,0.808,0.0899,0.903,0,0.0816,-2.179,0.0729,120.044,4,0.922,summer
ELEVEN,ELEVEN,IVE,2021-12-01,178453,80,9,1,0.828,0.0617,0.731,0,0.048,-3.033,0.111,119.978,4,0.587,summer
Sunny drop,Sunny drop,Novelbright,2020-08-17,242333,44,6,1,0.497,0.00071,0.918,0,0.155,-2.689,0.0377,100.024,4,0.582,summer
気まぐれロマンティック,気まぐれロマンティック,Ikimonogakari,2008,245266,43,2,1,0.546,0.139,0.878,0,0.295,-2.451,0.0474,85.101,4,0.683,summer
ミックスナッツ,ミックスナッツ,Official HIGE DANdism,2022-04-15,213438,75,6,1,0.542,0.0101,0.918,0,0.259,-5.074,0.0937,150.094,4,0.784,summer
ラブホテル,クリープハイプ名作選,Creep Hyp,2014-03-12,230789,50,10,1,0.529,0.0844,0.708,0,0.36,-3.658,0.0384,133.928,4,0.619,summer
